timestamp,machine_id,operator_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,seatbelt_status,safety_alert_triggered,provenance,machine_model,air_temperature_c,soil_type,soil_moisture_percent_vwc,interval_minutes,timezone,generator_version,generation_seed
2025-05-13 17:00:00,EXC001,OP2001,1591.0,6.6,15,8.8,Fastened,No,synthetic,CAT 325,12.3,Sand,9.5,60.0,America/Chicago,data-001-v1,42
2025-05-13 06:00:00,EXC002,OP1001,6253.0,7.0,12,18.9,Fastened,No,synthetic,CAT 325,18.7,Loam,41.3,60.0,America/Chicago,data-001-v1,42
2025-05-13 07:00:00,EXC002,OP2001,6253.7,4.9,10,33.9,Fastened,No,synthetic,CAT 325,16.6,Clay,31.2,60.0,America/Chicago,data-001-v1,42
2025-05-13 08:00:00,EXC002,OP1001,6254.4,5.5,12,17.0,Fastened,No,synthetic,CAT 325,16.4,Loam,49.7,60.0,America/Chicago,data-001-v1,42
2025-05-13 09:00:00,EXC002,OP2001,6255.1,5.2,8,33.1,Fastened,No,synthetic,CAT 325,25.6,Sand,40.9,60.0,America/Chicago,data-001-v1,42
2025-05-13 10:00:00,EXC002,OP1001,6255.8,7.3,16,8.1,Fastened,No,synthetic,CAT 325,27.1,Gravel,42.8,60.0,America/Chicago,data-001-v1,42
2025-05-13 11:00:00,EXC002,OP2001,6256.5,8.7,18,6.7,Fastened,No,synthetic,CAT 325,22.1,Clay,17.7,60.0,America/Chicago,data-001-v1,42
2025-05-13 12:00:00,EXC002,OP1001,6257.3,7.0,16,10.8,Fastened,No,synthetic,CAT 325,15.3,Loam,37.6,60.0,America/Chicago,data-001-v1,42
2025-05-13 13:00:00,EXC002,OP2001,6258.0,6.1,9,33.3,Fastened,No,synthetic,CAT 325,14.0,Clay,19.7,60.0,America/Chicago,data-001-v1,42
2025-05-13 14:00:00,EXC002,OP1001,6258.7,4.9,11,26.1,Fastened,No,synthetic,CAT 325,25.1,Sand,16.6,60.0,America/Chicago,data-001-v1,42
2025-05-13 15:00:00,EXC002,OP2001,6259.3,6.3,12,25.1,Unfastened,Yes,synthetic,CAT 325,24.9,Clay,26.4,60.0,America/Chicago,data-001-v1,42
2025-05-13 16:00:00,EXC002,OP1001,6260.1,5.1,3,47.3,Fastened,No,synthetic,CAT 325,26.5,Sand,33.2,60.0,America/Chicago,data-001-v1,42
2025-05-13 17:00:00,EXC002,OP2001,6260.8,0.9,0,49.5,Fastened,No,synthetic,CAT 325,17.5,Loam,9.3,60.0,America/Chicago,data-001-v1,42
2025-05-14 06:00:00,EXC001,OP1001,1591.8,7.1,17,4.4,Fastened,No,synthetic,CAT 325,19.7,Loam,67.7,60.0,America/Chicago,data-001-v1,42
2025-05-14 07:00:00,EXC001,OP2001,1592.4,3.5,3,52.6,Fastened,No,synthetic,CAT 325,20.7,Loam,37.2,60.0,America/Chicago,data-001-v1,42
2025-05-14 08:00:00,EXC001,OP1001,1593.0,2.7,3,44.7,Fastened,No,synthetic,CAT 325,18.2,Gravel,5.3,60.0,America/Chicago,data-001-v1,42
2025-05-14 09:00:00,EXC001,OP2001,1593.8,8.3,18,3.6,Fastened,No,synthetic,CAT 325,23.7,Clay,43.0,60.0,America/Chicago,data-001-v1,42
2025-05-14 10:00:00,EXC001,OP1001,1594.3,0.6,0,52.3,Fastened,No,synthetic,CAT 325,8.3,Sand,34.4,60.0,America/Chicago,data-001-v1,42
2025-05-14 11:00:00,EXC001,OP2001,1595.1,6.4,12,25.7,Fastened,No,synthetic,CAT 325,18.3,Gravel,47.2,60.0,America/Chicago,data-001-v1,42
2025-05-14 12:00:00,EXC001,OP1001,1595.9,7.7,15,12.0,Fastened,No,synthetic,CAT 325,18.9,Loam,41.2,60.0,America/Chicago,data-001-v1,42
2025-05-14 13:00:00,EXC001,OP2001,1596.5,6.1,15,15.3,Unfastened,Yes,synthetic,CAT 325,30.3,Gravel,6.1,60.0,America/Chicago,data-001-v1,42
2025-05-14 14:00:00,EXC001,OP1001,1597.1,5.4,7,39.9,Fastened,No,synthetic,CAT 325,17.3,Loam,51.4,60.0,America/Chicago,data-001-v1,42
2025-05-14 15:00:00,EXC001,OP2001,1598.0,4.8,11,23.7,Fastened,No,synthetic,CAT 325,19.2,Sand,5.9,60.0,America/Chicago,data-001-v1,42
2025-05-14 16:00:00,EXC001,OP1001,1598.8,6.6,11,26.5,Fastened,No,synthetic,CAT 325,19.7,Loam,49.0,60.0,America/Chicago,data-001-v1,42
2025-05-14 17:00:00,EXC001,OP2001,1599.4,3.3,3,48.2,Fastened,No,synthetic,CAT 325,16.0,Sand,28.8,60.0,America/Chicago,data-001-v1,42
2025-05-14 06:00:00,EXC002,OP1001,6261.6,5.6,7,40.5,Fastened,No,synthetic,CAT 325,33.3,Loam,35.1,60.0,America/Chicago,data-001-v1,42
2025-05-14 07:00:00,EXC002,OP2001,6262.2,0.8,0,48.1,Fastened,No,synthetic,CAT 325,18.0,Clay,12.8,60.0,America/Chicago,data-001-v1,42
2025-05-14 08:00:00,EXC002,OP1001,6262.9,6.5,15,14.4,Fastened,No,synthetic,CAT 325,22.4,Loam,41.5,60.0,America/Chicago,data-001-v1,42
2025-05-14 09:00:00,EXC002,OP2001,6263.5,0.7,0,47.2,Fastened,No,synthetic,CAT 325,25.2,Loam,7.9,60.0,America/Chicago,data-001-v1,42
2025-05-14 10:00:00,EXC002,OP1001,6264.2,3.2,4,42.6,Fastened,No,synthetic,CAT 325,20.9,Clay,48.2,60.0,America/Chicago,data-001-v1,42
2025-05-14 11:00:00,EXC002,OP2001,6264.9,0.6,0,50.2,Fastened,No,synthetic,CAT 325,24.4,Clay,31.7,60.0,America/Chicago,data-001-v1,42
2025-05-14 12:00:00,EXC002,OP1001,6265.7,5.2,6,33.8,Fastened,No,synthetic,CAT 325,28.1,Loam,50.9,60.0,America/Chicago,data-001-v1,42
2025-05-14 13:00:00,EXC002,OP2001,6266.6,7.6,16,9.9,Fastened,No,synthetic,CAT 325,24.0,Loam,27.4,60.0,America/Chicago,data-001-v1,42
2025-05-14 14:00:00,EXC002,OP1001,6267.1,1.0,0,54.1,Fastened,No,synthetic,CAT 325,21.4,Clay,18.8,60.0,America/Chicago,data-001-v1,42
2025-05-14 15:00:00,EXC002,OP2001,6267.9,7.6,15,10.8,Fastened,No,synthetic,CAT 325,24.4,Loam,20.3,60.0,America/Chicago,data-001-v1,42
2025-05-14 16:00:00,EXC002,OP1001,6268.6,0.6,0,54.4,Fastened,No,synthetic,CAT 325,27.0,Sand,44.3,60.0,America/Chicago,data-001-v1,42
2025-05-14 17:00:00,EXC002,OP2001,6269.3,3.0,4,40.9,Fastened,No,synthetic,CAT 325,20.7,Gravel,51.5,60.0,America/Chicago,data-001-v1,42
2025-05-15 06:00:00,EXC001,OP1001,1600.0,4.8,8,34.2,Fastened,No,synthetic,CAT 325,15.0,Loam,42.9,60.0,America/Chicago,data-001-v1,42
2025-05-15 07:00:00,EXC001,OP2001,1600.6,4.5,7,32.8,Fastened,No,synthetic,CAT 325,14.7,Gravel,60.5,60.0,America/Chicago,data-001-v1,42
2025-05-15 08:00:00,EXC001,OP1001,1601.3,7.0,10,27.9,Fastened,No,synthetic,CAT 325,16.9,Sand,31.0,60.0,America/Chicago,data-001-v1,42
2025-05-15 09:00:00,EXC001,OP2001,1602.0,4.8,10,25.3,Fastened,No,synthetic,CAT 325,20.2,Loam,48.9,60.0,America/Chicago,data-001-v1,42
2025-05-15 10:00:00,EXC001,OP1001,1602.7,8.3,16,11.0,Fastened,No,synthetic,CAT 325,19.0,Clay,42.6,60.0,America/Chicago,data-001-v1,42
2025-05-15 11:00:00,EXC001,OP2001,1603.3,5.3,10,26.6,Fastened,No,synthetic,CAT 325,25.2,Clay,18.0,60.0,America/Chicago,data-001-v1,42
2025-05-15 12:00:00,EXC001,OP1001,1603.8,4.3,3,47.2,Unfastened,No,synthetic,CAT 325,17.3,Clay,51.6,60.0,America/Chicago,data-001-v1,42
2025-05-15 13:00:00,EXC001,OP2001,1604.6,3.6,5,36.0,Fastened,No,synthetic,CAT 325,31.1,Gravel,68.4,60.0,America/Chicago,data-001-v1,42
2025-05-15 14:00:00,EXC001,OP1001,1605.4,6.5,9,23.4,Fastened,No,synthetic,CAT 325,11.3,Clay,27.3,60.0,America/Chicago,data-001-v1,42
2025-05-15 15:00:00,EXC001,OP2001,1606.2,4.2,7,30.0,Fastened,No,synthetic,CAT 325,17.0,Gravel,12.6,60.0,America/Chicago,data-001-v1,42
2025-05-15 16:00:00,EXC001,OP1001,1606.9,7.3,16,13.9,Fastened,No,synthetic,CAT 325,19.5,Clay,23.4,60.0,America/Chicago,data-001-v1,42
2025-05-15 17:00:00,EXC001,OP2001,1607.6,6.4,11,20.2,Fastened,No,synthetic,CAT 325,5.1,Gravel,35.8,60.0,America/Chicago,data-001-v1,42
2025-05-15 06:00:00,EXC002,OP1001,6270.0,0.9,0,47.3,Fastened,No,synthetic,CAT 325,12.1,Sand,6.9,60.0,America/Chicago,data-001-v1,42
2025-05-15 07:00:00,EXC002,OP2001,6270.8,8.2,16,9.3,Fastened,No,synthetic,CAT 325,24.8,Sand,51.4,60.0,America/Chicago,data-001-v1,42
2025-05-15 08:00:00,EXC002,OP1001,6271.4,5.2,6,41.4,Fastened,No,synthetic,CAT 325,20.8,Sand,47.5,60.0,America/Chicago,data-001-v1,42
2025-05-15 09:00:00,EXC002,OP2001,6272.1,0.7,0,50.7,Fastened,No,synthetic,CAT 325,28.4,Sand,27.3,60.0,America/Chicago,data-001-v1,42
2025-05-15 10:00:00,EXC002,OP1001,6272.6,0.9,0,47.3,Fastened,No,synthetic,CAT 325,29.1,Clay,22.3,60.0,America/Chicago,data-001-v1,42
2025-05-15 11:00:00,EXC002,OP2001,6273.5,8.2,16,16.4,Fastened,No,synthetic,CAT 325,22.3,Sand,28.4,60.0,America/Chicago,data-001-v1,42
2025-05-15 12:00:00,EXC002,OP1001,6274.3,7.2,15,11.2,Unfastened,Yes,synthetic,CAT 325,30.4,Gravel,48.5,60.0,America/Chicago,data-001-v1,42
2025-05-15 13:00:00,EXC002,OP2001,6275.1,5.2,6,38.8,Fastened,No,synthetic,CAT 325,19.2,Loam,28.4,60.0,America/Chicago,data-001-v1,42
2025-05-15 14:00:00,EXC002,OP1001,6275.9,3.5,3,45.6,Fastened,No,synthetic,CAT 325,26.0,Sand,45.2,60.0,America/Chicago,data-001-v1,42
2025-05-15 15:00:00,EXC002,OP2001,6276.5,3.9,5,37.4,Fastened,No,synthetic,CAT 325,25.2,Clay,24.6,60.0,America/Chicago,data-001-v1,42
2025-05-15 16:00:00,EXC002,OP1001,6277.1,1.0,0,45.4,Fastened,No,synthetic,CAT 325,29.3,Sand,13.3,60.0,America/Chicago,data-001-v1,42
2025-05-15 17:00:00,EXC002,OP2001,6277.9,6.3,10,25.0,Unfastened,Yes,synthetic,CAT 325,24.7,Clay,53.0,60.0,America/Chicago,data-001-v1,42
2025-05-16 06:00:00,EXC001,OP1001,1608.3,0.7,0,45.7,Fastened,No,synthetic,CAT 325,17.3,Loam,44.9,60.0,America/Chicago,data-001-v1,42
2025-05-16 07:00:00,EXC001,OP2001,1609.2,6.0,13,16.0,Fastened,No,synthetic,CAT 325,8.7,Clay,52.6,60.0,America/Chicago,data-001-v1,42
2025-05-16 08:00:00,EXC001,OP1001,1609.9,6.3,16,8.2,Fastened,No,synthetic,CAT 325,20.4,Sand,37.3,60.0,America/Chicago,data-001-v1,42
2025-05-16 09:00:00,EXC001,OP2001,1610.7,4.9,10,31.4,Unfastened,Yes,synthetic,CAT 325,15.6,Clay,22.1,60.0,America/Chicago,data-001-v1,42
2025-05-16 10:00:00,EXC001,OP1001,1611.6,6.8,17,9.5,Fastened,No,synthetic,CAT 325,27.6,Gravel,67.4,60.0,America/Chicago,data-001-v1,42
2025-05-16 11:00:00,EXC001,OP2001,1612.3,7.7,14,14.2,Fastened,No,synthetic,CAT 325,25.7,Sand,26.9,60.0,America/Chicago,data-001-v1,42
2025-05-16 12:00:00,EXC001,OP1001,1613.0,6.0,14,10.1,Fastened,No,synthetic,CAT 325,23.0,Gravel,26.7,60.0,America/Chicago,data-001-v1,42
2025-05-16 13:00:00,EXC001,OP2001,1613.6,5.6,7,31.9,Fastened,No,synthetic,CAT 325,21.3,Gravel,40.8,60.0,America/Chicago,data-001-v1,42
2025-05-16 14:00:00,EXC001,OP1001,1614.2,5.1,9,34.9,Fastened,No,synthetic,CAT 325,29.1,Sand,24.8,60.0,America/Chicago,data-001-v1,42
2025-05-16 15:00:00,EXC001,OP2001,1614.9,8.5,16,8.9,Fastened,No,synthetic,CAT 325,21.1,Sand,43.8,60.0,America/Chicago,data-001-v1,42
2025-05-16 16:00:00,EXC001,OP1001,1615.5,4.7,9,35.4,Fastened,No,synthetic,CAT 325,29.3,Sand,40.3,60.0,America/Chicago,data-001-v1,42
2025-05-16 17:00:00,EXC001,OP2001,1616.4,7.1,17,8.0,Fastened,No,synthetic,CAT 325,19.5,Loam,24.8,60.0,America/Chicago,data-001-v1,42
2025-05-16 06:00:00,EXC002,OP1001,6278.5,5.4,4,50.3,Unfastened,No,synthetic,CAT 325,12.0,Loam,34.3,60.0,America/Chicago,data-001-v1,42
2025-05-16 07:00:00,EXC002,OP2001,6279.2,0.7,0,47.1,Fastened,No,synthetic,CAT 325,10.7,Loam,41.5,60.0,America/Chicago,data-001-v1,42
2025-05-16 08:00:00,EXC002,OP1001,6280.0,7.4,12,24.6,Fastened,No,synthetic,CAT 325,19.3,Loam,28.2,60.0,America/Chicago,data-001-v1,42
2025-05-16 09:00:00,EXC002,OP2001,6280.8,5.8,12,20.2,Unfastened,Yes,synthetic,CAT 325,24.1,Loam,24.4,60.0,America/Chicago,data-001-v1,42
2025-05-16 10:00:00,EXC002,OP1001,6281.4,0.7,0,47.6,Fastened,No,synthetic,CAT 325,21.2,Sand,51.1,60.0,America/Chicago,data-001-v1,42
2025-05-16 11:00:00,EXC002,OP2001,6282.1,6.8,11,24.4,Unfastened,Yes,synthetic,CAT 325,26.1,Clay,35.9,60.0,America/Chicago,data-001-v1,42
2025-05-16 12:00:00,EXC002,OP1001,6282.8,1.0,0,47.0,Fastened,No,synthetic,CAT 325,22.5,Clay,7.2,60.0,America/Chicago,data-001-v1,42
2025-05-16 13:00:00,EXC002,OP2001,6283.5,6.8,14,17.4,Fastened,No,synthetic,CAT 325,18.3,Clay,46.4,60.0,America/Chicago,data-001-v1,42
2025-05-16 14:00:00,EXC002,OP1001,6284.2,5.8,10,28.2,Unfastened,Yes,synthetic,CAT 325,16.1,Loam,5.5,60.0,America/Chicago,data-001-v1,42
2025-05-16 15:00:00,EXC002,OP2001,6285.0,5.9,10,24.4,Fastened,No,synthetic,CAT 325,25.8,Sand,57.6,60.0,America/Chicago,data-001-v1,42
2025-05-16 16:00:00,EXC002,OP1001,6285.6,5.3,4,50.2,Fastened,No,synthetic,CAT 325,17.7,Clay,43.7,60.0,America/Chicago,data-001-v1,42
2025-05-16 17:00:00,EXC002,OP2001,6286.2,3.8,4,46.2,Fastened,No,synthetic,CAT 325,25.0,Clay,17.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 06:00:00,EXC001,OP1001,1617.3,8.6,17,3.2,Fastened,No,synthetic,CAT 325,12.2,Gravel,17.6,60.0,America/Chicago,data-001-v1,42
2025-05-19 07:00:00,EXC001,OP2001,1617.9,4.9,11,26.6,Fastened,No,synthetic,CAT 325,19.5,Loam,6.7,60.0,America/Chicago,data-001-v1,42
2025-05-19 08:00:00,EXC001,OP1001,1618.7,5.5,13,23.7,Fastened,No,synthetic,CAT 325,14.7,Sand,34.2,60.0,America/Chicago,data-001-v1,42
2025-05-19 09:00:00,EXC001,OP2001,1619.5,0.6,0,46.3,Fastened,No,synthetic,CAT 325,22.7,Loam,46.6,60.0,America/Chicago,data-001-v1,42
2025-05-19 10:00:00,EXC001,OP1001,1620.1,4.3,4,43.4,Fastened,No,synthetic,CAT 325,26.4,Sand,38.6,60.0,America/Chicago,data-001-v1,42
2025-05-19 11:00:00,EXC001,OP2001,1621.0,8.9,16,11.1,Fastened,No,synthetic,CAT 325,21.2,Loam,6.5,60.0,America/Chicago,data-001-v1,42
2025-05-19 12:00:00,EXC001,OP1001,1621.9,6.8,15,12.6,Fastened,No,synthetic,CAT 325,26.0,Clay,70.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 13:00:00,EXC001,OP2001,1622.6,6.8,13,14.5,Fastened,No,synthetic,CAT 325,15.3,Clay,59.9,60.0,America/Chicago,data-001-v1,42
2025-05-19 14:00:00,EXC001,OP1001,1623.4,5.4,14,15.2,Fastened,No,synthetic,CAT 325,10.7,Clay,24.4,60.0,America/Chicago,data-001-v1,42
2025-05-19 15:00:00,EXC001,OP2001,1624.1,3.9,7,35.8,Fastened,No,synthetic,CAT 325,21.9,Gravel,31.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 16:00:00,EXC001,OP1001,1624.8,6.7,17,9.0,Fastened,No,synthetic,CAT 325,18.5,Clay,67.8,60.0,America/Chicago,data-001-v1,42
2025-05-19 17:00:00,EXC001,OP2001,1625.8,7.8,18,5.8,Fastened,No,synthetic,CAT 325,19.4,Loam,60.2,60.0,America/Chicago,data-001-v1,42
2025-05-19 06:00:00,EXC002,OP1001,6286.8,5.2,7,35.5,Fastened,No,synthetic,CAT 325,2.6,Sand,63.2,60.0,America/Chicago,data-001-v1,42
2025-05-19 07:00:00,EXC002,OP2001,6287.4,0.8,0,54.6,Fastened,No,synthetic,CAT 325,18.2,Clay,22.8,60.0,America/Chicago,data-001-v1,42
2025-05-19 08:00:00,EXC002,OP1001,6288.3,6.9,17,10.0,Fastened,No,synthetic,CAT 325,15.6,Loam,44.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 09:00:00,EXC002,OP2001,6289.1,5.0,11,23.9,Fastened,No,synthetic,CAT 325,16.2,Sand,45.6,60.0,America/Chicago,data-001-v1,42
2025-05-19 10:00:00,EXC002,OP1001,6289.8,7.8,17,5.6,Fastened,No,synthetic,CAT 325,16.5,Sand,66.7,60.0,America/Chicago,data-001-v1,42
2025-05-19 11:00:00,EXC002,OP2001,6290.7,6.1,13,20.4,Fastened,No,synthetic,CAT 325,23.0,Gravel,52.3,60.0,America/Chicago,data-001-v1,42
2025-05-19 12:00:00,EXC002,OP1001,6291.4,7.7,17,7.6,Fastened,No,synthetic,CAT 325,16.5,Loam,5.5,60.0,America/Chicago,data-001-v1,42
2025-05-19 13:00:00,EXC002,OP2001,6292.1,5.4,13,27.2,Fastened,No,synthetic,CAT 325,15.2,Gravel,26.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 14:00:00,EXC002,OP1001,6292.7,0.7,0,52.2,Fastened,No,synthetic,CAT 325,16.2,Gravel,36.0,60.0,America/Chicago,data-001-v1,42
2025-05-19 15:00:00,EXC002,OP2001,6293.3,0.7,0,45.5,Fastened,No,synthetic,CAT 325,20.4,Loam,42.2,60.0,America/Chicago,data-001-v1,42
2025-05-19 16:00:00,EXC002,OP1001,6294.2,7.6,14,15.5,Fastened,No,synthetic,CAT 325,26.1,Clay,6.2,60.0,America/Chicago,data-001-v1,42
2025-05-19 17:00:00,EXC002,OP2001,6295.1,8.5,18,2.8,Fastened,No,synthetic,CAT 325,26.2,Gravel,47.1,60.0,America/Chicago,data-001-v1,42
2025-05-20 06:00:00,EXC001,OP1001,1626.5,0.6,0,50.7,Fastened,No,synthetic,CAT 325,31.1,Clay,14.1,60.0,America/Chicago,data-001-v1,42
2025-05-20 07:00:00,EXC001,OP2001,1627.2,0.8,0,45.0,Fastened,No,synthetic,CAT 325,21.3,Loam,31.3,60.0,America/Chicago,data-001-v1,42
2025-05-20 08:00:00,EXC001,OP1001,1627.9,4.7,4,41.8,Fastened,No,synthetic,CAT 325,12.5,Clay,25.6,60.0,America/Chicago,data-001-v1,42
2025-05-20 09:00:00,EXC001,OP2001,1628.5,2.6,4,51.3,Fastened,No,synthetic,CAT 325,25.4,Loam,13.4,60.0,America/Chicago,data-001-v1,42
2025-05-20 10:00:00,EXC001,OP1001,1629.1,4.3,5,48.9,Fastened,Yes,synthetic,CAT 325,19.5,Sand,24.5,60.0,America/Chicago,data-001-v1,42
2025-05-20 11:00:00,EXC001,OP2001,1629.9,5.8,12,22.2,Fastened,No,synthetic,CAT 325,31.4,Sand,10.2,60.0,America/Chicago,data-001-v1,42
2025-05-20 12:00:00,EXC001,OP1001,1630.5,0.6,0,53.0,Fastened,No,synthetic,CAT 325,20.2,Sand,22.7,60.0,America/Chicago,data-001-v1,42
2025-05-20 13:00:00,EXC001,OP2001,1631.0,4.0,4,48.9,Fastened,No,synthetic,CAT 325,15.4,Sand,42.8,60.0,America/Chicago,data-001-v1,42
2025-05-20 14:00:00,EXC001,OP1001,1631.8,6.5,9,26.4,Fastened,No,synthetic,CAT 325,18.0,Clay,42.7,60.0,America/Chicago,data-001-v1,42
2025-05-20 15:00:00,EXC001,OP2001,1632.6,5.8,10,30.9,Fastened,No,synthetic,CAT 325,12.7,Gravel,6.0,60.0,America/Chicago,data-001-v1,42
2025-05-20 16:00:00,EXC001,OP1001,1633.3,5.0,11,23.2,Fastened,No,synthetic,CAT 325,18.3,Clay,30.3,60.0,America/Chicago,data-001-v1,42
2025-05-20 17:00:00,EXC001,OP2001,1634.2,7.5,17,8.0,Fastened,No,synthetic,CAT 325,24.2,Gravel,13.1,60.0,America/Chicago,data-001-v1,42
2025-05-20 06:00:00,EXC002,OP1001,6295.8,4.0,3,43.5,Fastened,No,synthetic,CAT 325,18.8,Loam,37.0,60.0,America/Chicago,data-001-v1,42
2025-05-20 07:00:00,EXC002,OP2001,6296.5,4.6,9,30.2,Fastened,No,synthetic,CAT 325,18.7,Gravel,31.3,60.0,America/Chicago,data-001-v1,42
2025-05-20 08:00:00,EXC002,OP1001,6297.2,7.3,16,8.0,Fastened,No,synthetic,CAT 325,24.2,Loam,55.1,60.0,America/Chicago,data-001-v1,42
2025-05-20 09:00:00,EXC002,OP2001,6298.0,8.3,17,7.9,Fastened,No,synthetic,CAT 325,21.4,Sand,18.4,60.0,America/Chicago,data-001-v1,42
2025-05-20 10:00:00,EXC002,OP1001,6298.6,2.5,3,47.1,Fastened,No,synthetic,CAT 325,21.8,Loam,28.5,60.0,America/Chicago,data-001-v1,42
2025-05-20 11:00:00,EXC002,OP2001,6299.4,3.7,7,37.4,Fastened,No,synthetic,CAT 325,16.8,Clay,27.7,60.0,America/Chicago,data-001-v1,42
2025-05-20 12:00:00,EXC002,OP1001,6300.0,0.8,0,45.8,Fastened,No,synthetic,CAT 325,21.3,Clay,36.7,60.0,America/Chicago,data-001-v1,42
2025-05-20 13:00:00,EXC002,OP2001,6300.8,3.3,4,40.5,Fastened,No,synthetic,CAT 325,14.9,Loam,43.9,60.0,America/Chicago,data-001-v1,42
2025-05-20 14:00:00,EXC002,OP1001,6301.5,7.4,18,11.2,Unfastened,Yes,synthetic,CAT 325,28.3,Sand,14.2,60.0,America/Chicago,data-001-v1,42
2025-05-20 15:00:00,EXC002,OP2001,6302.3,6.1,13,20.0,Fastened,No,synthetic,CAT 325,24.0,Loam,30.2,60.0,America/Chicago,data-001-v1,42
2025-05-20 16:00:00,EXC002,OP1001,6302.9,0.7,0,51.2,Fastened,No,synthetic,CAT 325,14.4,Clay,48.2,60.0,America/Chicago,data-001-v1,42
2025-05-20 17:00:00,EXC002,OP2001,6303.6,7.3,17,8.8,Fastened,No,synthetic,CAT 325,16.3,Loam,10.0,60.0,America/Chicago,data-001-v1,42
2025-05-21 06:00:00,EXC001,OP1001,1635.0,4.2,4,42.3,Fastened,No,synthetic,CAT 325,17.4,Sand,45.9,60.0,America/Chicago,data-001-v1,42
2025-05-21 07:00:00,EXC001,OP2001,1635.6,3.8,5,37.9,Unfastened,Yes,synthetic,CAT 325,21.2,Gravel,61.5,60.0,America/Chicago,data-001-v1,42
2025-05-21 08:00:00,EXC001,OP1001,1636.2,4.5,6,35.4,Fastened,No,synthetic,CAT 325,21.5,Sand,43.8,60.0,America/Chicago,data-001-v1,42
2025-05-21 09:00:00,EXC001,OP2001,1636.9,7.2,11,24.9,Fastened,No,synthetic,CAT 325,15.2,Loam,33.2,60.0,America/Chicago,data-001-v1,42
2025-05-21 10:00:00,EXC001,OP1001,1637.6,6.1,10,31.8,Fastened,No,synthetic,CAT 325,25.6,Loam,28.9,60.0,America/Chicago,data-001-v1,42
2025-05-21 11:00:00,EXC001,OP2001,1638.3,4.5,5,37.6,Fastened,Yes,synthetic,CAT 325,25.5,Clay,25.2,60.0,America/Chicago,data-001-v1,42
2025-05-21 12:00:00,EXC001,OP1001,1639.0,5.5,10,31.3,Fastened,No,synthetic,CAT 325,22.3,Sand,40.9,60.0,America/Chicago,data-001-v1,42
2025-05-21 13:00:00,EXC001,OP2001,1639.8,8.4,18,4.5,Fastened,No,synthetic,CAT 325,19.8,Sand,11.4,60.0,America/Chicago,data-001-v1,42
2025-05-21 14:00:00,EXC001,OP1001,1640.7,7.5,18,5.5,Fastened,No,synthetic,CAT 325,22.8,Sand,10.1,60.0,America/Chicago,data-001-v1,42
2025-05-21 15:00:00,EXC001,OP2001,1641.5,7.1,15,14.7,Unfastened,Yes,synthetic,CAT 325,25.5,Sand,49.5,60.0,America/Chicago,data-001-v1,42
2025-05-21 16:00:00,EXC001,OP1001,1642.1,4.4,6,38.9,Fastened,No,synthetic,CAT 325,5.4,Clay,45.1,60.0,America/Chicago,data-001-v1,42
2025-05-21 17:00:00,EXC001,OP2001,1642.9,7.9,17,10.8,Fastened,No,synthetic,CAT 325,26.9,Clay,23.4,60.0,America/Chicago,data-001-v1,42
2025-05-21 06:00:00,EXC002,OP1001,6304.2,0.5,0,51.4,Fastened,No,synthetic,CAT 325,15.5,Gravel,15.5,60.0,America/Chicago,data-001-v1,42
2025-05-21 07:00:00,EXC002,OP2001,6304.8,4.4,7,35.8,Fastened,No,synthetic,CAT 325,14.4,Clay,43.0,60.0,America/Chicago,data-001-v1,42
2025-05-21 08:00:00,EXC002,OP1001,6305.5,4.7,8,33.4,Fastened,No,synthetic,CAT 325,19.5,Loam,54.2,60.0,America/Chicago,data-001-v1,42
2025-05-21 09:00:00,EXC002,OP2001,6306.3,4.9,7,28.1,Unfastened,No,synthetic,CAT 325,24.3,Clay,39.9,60.0,America/Chicago,data-001-v1,42
2025-05-21 10:00:00,EXC002,OP1001,6307.1,7.8,15,14.0,Fastened,No,synthetic,CAT 325,17.6,Sand,7.7,60.0,America/Chicago,data-001-v1,42
2025-05-21 11:00:00,EXC002,OP2001,6307.9,8.7,18,3.8,Fastened,No,synthetic,CAT 325,19.5,Clay,28.5,60.0,America/Chicago,data-001-v1,42
2025-05-21 12:00:00,EXC002,OP1001,6308.5,5.1,3,49.2,Fastened,No,synthetic,CAT 325,13.2,Clay,16.3,60.0,America/Chicago,data-001-v1,42
2025-05-21 13:00:00,EXC002,OP2001,6309.4,8.8,18,2.5,Fastened,No,synthetic,CAT 325,22.4,Loam,41.1,60.0,America/Chicago,data-001-v1,42
2025-05-21 14:00:00,EXC002,OP1001,6310.2,8.5,18,5.7,Fastened,No,synthetic,CAT 325,18.5,Loam,24.2,60.0,America/Chicago,data-001-v1,42
2025-05-21 15:00:00,EXC002,OP2001,6311.1,7.6,15,15.4,Fastened,No,synthetic,CAT 325,27.0,Clay,40.9,60.0,America/Chicago,data-001-v1,42
2025-05-21 16:00:00,EXC002,OP1001,6311.8,9.2,18,10.9,Fastened,No,synthetic,CAT 325,22.9,Loam,17.8,60.0,America/Chicago,data-001-v1,42
2025-05-21 17:00:00,EXC002,OP2001,6312.5,6.9,14,15.8,Fastened,Yes,synthetic,CAT 325,27.3,Loam,46.6,60.0,America/Chicago,data-001-v1,42
